sex,age,height,index,amount
0,6,284,62912,969614
0,12,86,230097,310085
0,37,63,359607,207808
1,95,237,137251,1435
1,97,215,721825,360290
0,3,185,539309,709201
1,86,223,386653,421197
1,42,150,783816,501772
0,49,195,84038,623933
0,88,7,684206,852317
1,1,263,414515,811375
1,17,257,2701,730370
0,88,237,53851,912442
0,43,239,86964,69766
0,23,99,248185,86736
1,69,1,734168,209375
0,18,199,960699,175138
1,100,6,141853,75856
0,3,262,883147,872861
1,96,200,390582,513760
0,66,175,855963,202257
1,30,151,777587,952956
0,69,159,524486,211123
0,38,172,938416,389557
1,41,168,633838,257659
1,3,18,62018,108543
0,77,60,170800,918600
1,26,258,393936,265421
0,86,208,755312,229447
1,65,140,108109,630014
0,50,267,14748,831508
1,45,219,642920,446545
0,25,114,328569,979212
1,92,44,155710,970842
1,53,238,499092,414185
0,62,181,128940,955836
0,59,112,298579,451823
0,19,79,279122,624546
0,47,300,538679,423002
1,88,146,416232,992384
0,96,260,188542,835336
1,12,186,429618,814690
1,37,225,848403,373899
0,31,156,523338,702289
0,63,229,867898,183684
0,86,7,662942,538770
1,3,42,635525,775833
1,45,210,195198,891830
0,85,158,984670,565618
1,59,110,364602,472422
1,88,166,462908,758178
0,34,101,724118,125758
0,56,174,296297,342712
0,15,123,230025,26682
1,80,199,972553,127535
0,53,46,65176,877176
0,59,61,249652,692420
0,54,105,873235,931312
0,62,238,745666,37379
1,33,13,974810,564256
1,10,8,535558,98417
0,97,106,249206,854213
1,75,195,625506,72042
0,64,107,301953,611531
1,39,99,875978,236178
1,31,41,612807,103966
0,16,76,142152,845896
0,89,99,932413,310630
1,56,238,392013,472449
1,62,85,994155,843858
0,24,286,738075,438641
0,92,216,882708,888842
0,83,262,979928,63234
1,83,197,53978,448843
0,6,136,129377,125069
1,39,76,280637,951754
0,72,232,913638,357485
0,46,92,220005,649437
0,71,126,229983,982007
0,82,186,761370,225479
0,87,165,632758,163472
0,50,239,632862,79574
0,72,51,574999,773405
0,17,233,56655,425635
1,41,279,159289,921766
1,80,211,72762,711209
1,91,70,500773,252079
0,18,212,842701,141319
1,93,275,108906,598860
0,80,236,881318,772975
1,12,265,446241,899563
0,30,120,780445,80281
1,30,210,285129,33606
1,59,164,235119,826674
0,47,286,877775,28503
1,18,5,978967,765204
0,16,263,687961,461877
1,0,237,798343,881180
1,75,275,515147,798746
0,65,17,851836,138849
0,88,259,613716,377307
0,94,148,316181,669429
0,76,11,939013,250026
1,22,276,442925,618400
1,83,77,720234,497031
1,57,102,228493,50296
0,13,289,794191,250964
1,19,83,544066,262022
1,40,30,285373,572535
0,16,70,141630,227567
0,69,5,389140,463898
1,51,274,911377,157622
1,35,70,196956,541938
1,65,21,756372,354783
1,31,31,203622,14102
1,57,259,322502,295723
0,21,138,821362,541824
0,60,112,927039,811861
0,68,103,100787,421820
1,65,191,699507,587419
1,45,88,681923,75655
1,52,97,386214,849412
1,50,84,550738,613373
0,18,47,703615,513590
1,98,70,611040,494860
0,14,53,823311,128425
1,17,6,623296,794282
0,25,163,443058,251916
1,15,53,269787,933539
0,81,158,152240,299560
1,70,53,592694,97929
0,72,173,812389,362540
1,47,102,517769,584661
1,70,251,69134,404372
1,0,194,697728,996554
1,20,112,884339,358808
0,35,102,402824,386047
1,18,63,283372,294782
1,23,165,798290,881044
0,16,255,636742,874085
0,66,245,259123,952092
1,66,130,5777,494238
0,14,244,397164,894560
0,38,92,811204,692690
1,21,225,321428,355898
0,61,267,393761,994800
0,59,151,125113,549262
1,62,217,260905,119963
1,14,200,211287,891312
1,49,48,713482,962950
0,90,206,465603,126975
1,83,185,955528,540173
0,60,246,56716,869121
1,23,127,814338,575662
0,2,186,861409,100581
1,78,42,852995,695132
0,16,276,422138,970620
0,70,261,695903,958909
0,43,62,427478,575649
0,92,295,991571,237182
0,65,104,2660,397186
1,58,18,594972,837087
1,1,106,165476,445810
0,50,76,643981,22997
1,60,112,821617,381373
1,37,205,901356,908022
0,100,225,93992,820879
0,47,213,48848,273740
1,59,14,917320,794419
1,65,249,536014,855208
1,37,179,796966,750134
1,11,257,978533,672747
0,96,222,530531,39468
0,84,101,790897,521186
1,52,210,173445,94808
1,39,266,8564,428136
1,72,181,935554,859657
1,50,103,515774,410950
1,83,215,704283,829233
0,48,239,705496,696587
1,87,242,324249,56890
0,64,205,642657,939983
1,18,231,44300,277723
0,9,92,552989,593234
1,11,145,458349,412316
1,95,7,837848,542546
0,60,5,340765,295557
1,20,47,189107,578685
0,64,79,191554,480253
1,80,187,486937,794902
1,59,106,171922,821598
1,48,226,877161,942716
0,20,167,398562,141946
1,75,3,829737,147061
0,20,19,763888,814147
1,78,122,815032,703234
1,47,217,243103,229295
1,92,232,624636,302040
0,18,187,841678,94279
0,49,153,579677,909977
1,15,54,311245,603073
1,85,199,90857,392464
0,83,266,114099,686511
0,13,184,867547,932707
1,61,113,742478,338402
0,86,161,340198,394521
0,71,16,983430,270912
0,98,281,754348,30756
0,80,177,349114,784211
0,72,204,236779,679708
1,8,177,75092,81549
1,42,137,516514,330359
1,4,48,371526,612041
1,50,32,785663,810947
1,67,273,891677,287297
0,69,41,667689,664022
1,90,175,449453,896312
1,54,244,553484,514418
1,16,268,878754,834544
0,66,170,703692,640670
1,0,220,909006,705895
1,89,109,920664,230824
0,25,107,576464,361378
0,47,233,888367,658850
1,17,241,18593,13032
0,46,213,35060,171750
1,49,218,817918,401088
1,1,189,863618,993296
0,86,265,383653,938416
1,9,297,591622,326604
1,44,255,308776,978156
1,27,212,283583,291090
0,61,194,182889,51918
0,37,111,419080,813218
1,81,35,637810,949193
0,65,298,541381,337979
1,11,130,455739,160522
0,92,5,240808,79530
0,13,15,651795,660410
1,99,176,539885,643956
1,85,296,774856,915544
1,29,24,802588,427424
0,0,110,14073,760608
0,75,179,639079,221619
0,28,36,54298,61181
1,21,13,895341,382674
0,11,133,779162,150552
0,60,129,997290,922712
0,33,179,57018,632167
1,48,101,94808,737260
1,39,49,736714,482141
0,5,108,839592,106364
1,30,186,211666,569572
0,69,172,300282,520599
0,53,98,304146,971149
1,94,155,494720,623618
1,72,131,891981,67470
1,71,95,22653,887893
0,99,130,314150,714987
0,81,208,684361,801689
1,19,73,972599,721029
0,25,36,372052,651725
1,1,70,863969,482931
1,98,237,260007,637220
0,42,201,73720,44380
1,70,158,681873,500095
1,61,119,927011,980516
0,75,184,210763,801248
0,63,141,480855,97497
1,83,70,364073,179475
0,79,127,951797,567997
1,73,98,67757,755346
0,16,23,862454,860940
1,21,39,70944,482418
1,34,152,244255,646529
1,35,67,856519,546480
0,35,257,537093,873934
0,48,46,380633,550049
0,56,73,539977,749941
1,45,257,390905,702788
1,22,232,454002,21973
0,49,292,791389,753383
0,0,160,867611,166964
1,30,29,143436,525760
0,33,79,836386,64383
0,93,25,758858,625493
1,34,32,506338,918994
1,88,109,323130,442518
1,72,103,956238,695838
0,97,189,743624,13288
1,72,249,871584,293859
0,2,272,518187,630631
1,68,226,698361,627695
0,83,257,990663,576506
1,73,175,550709,195456
1,30,132,774015,778721
0,4,296,608122,640919
1,56,103,482485,237302
0,95,240,325187,19649
0,88,234,402871,991437
1,2,103,992185,157442
1,62,25,515731,773607
0,71,273,993406,353485
0,50,106,360564,882378
0,56,247,830684,962860
1,80,279,462880,153630
0,8,73,804240,622079
0,13,91,245947,136969
0,91,212,767824,243249
1,31,123,892722,169392
0,91,268,295928,604434
1,75,118,878320,611492
0,13,251,637326,531157
1,24,118,117488,230541
1,57,196,969485,563271
1,60,39,416692,160645
1,33,107,869214,210882
1,67,57,667260,175537
0,14,40,798528,224192
0,35,142,942002,692862
1,14,119,673835,554405
0,44,40,439196,531633
0,91,265,836493,738031
1,5,228,978015,823296
1,28,163,997723,153993
1,57,140,590184,946789
1,26,120,165490,199004
0,79,260,682740,27692
1,92,138,602966,939554
1,70,120,424472,637772
1,96,283,365646,598257
0,15,297,955175,299998
0,74,274,419557,445948
1,76,130,987714,658571
0,39,78,594549,436961
0,96,47,154509,819206
1,44,31,978379,401414
0,36,139,13922,395384
1,9,11,116916,921541
1,74,138,346519,776526
0,73,110,646168,834221
0,60,291,736913,959955
1,58,84,118158,462687
1,6,283,574279,81854
0,48,79,477258,278980
1,76,13,314013,973874
0,72,266,459906,111925
0,100,136,13767,733362
1,58,128,457745,920579
1,61,127,687669,842315
1,74,295,597657,151204
0,12,177,992945,526844
0,80,10,418425,568651
1,10,122,279695,293003
0,94,30,819775,986380
0,19,126,216623,440337
0,52,233,275378,886533
0,35,38,545280,741382
0,99,279,956297,510887
1,73,102,240210,239607
0,77,253,276901,539088
0,85,286,81856,829955
0,79,270,817577,5268
0,45,276,807070,434966
1,67,50,28963,468570
0,15,182,397065,805146
0,73,90,637665,933613
0,70,126,184816,724512
0,49,116,818018,896504
1,43,290,71449,245551
0,77,214,247282,563124
1,67,235,451138,912790
1,92,84,294308,518067
1,25,289,98057,146865
1,37,73,430409,608310
0,21,267,953026,862707
1,28,277,515117,752953
1,90,80,590514,59683
0,71,119,680904,61601
1,67,161,876075,774693
0,100,290,816607,821471
0,11,182,695663,11123
0,48,94,962492,493182
0,58,39,298968,918144
1,54,245,133494,667577
0,43,153,235856,283418
1,14,278,881896,668426
0,22,280,272715,91064
1,94,248,773646,546833
1,29,93,117212,623241
0,46,24,447486,160051
0,88,131,293747,951431
0,64,138,967755,813012
1,58,173,4464,337174
1,5,298,494687,260228
0,64,28,816489,797357
1,95,267,971934,22445
1,48,256,689842,824246
1,37,207,542699,434629
0,90,11,545817,937653
0,38,136,217260,590223
1,48,147,613517,557449
0,39,187,922364,847850
0,78,155,743572,527247
0,76,93,786827,274429
0,21,139,999768,52186
0,41,69,341942,736360
0,41,68,297379,472547
1,44,52,896976,406131
0,66,226,686416,130698
0,8,15,121273,279475
1,92,119,936354,891094
0,81,195,324445,440590
1,69,142,804068,160762
1,43,294,696169,502116
1,68,270,52587,931209
1,6,197,905664,95728
0,58,212,479879,493729
0,61,229,842487,860798
0,6,43,531236,788638
0,5,19,749294,321191
0,8,21,785704,188846
1,68,72,574647,545744
1,19,69,215989,548153
1,57,151,577214,218905
1,28,278,724324,222072
0,10,183,572947,980376
1,79,159,570977,255487
1,96,28,608671,734531
0,44,74,131442,284974
0,52,74,1446,178592
0,5,242,18496,258890
0,41,267,299297,171590
1,0,60,748855,599618
1,80,154,803786,592657
0,72,182,75611,500750
0,100,76,977738,515574
0,70,163,627900,221714
0,12,180,1483,371789
1,85,41,427802,225992
1,10,181,460953,367955
1,70,189,73771,758897
0,79,114,192023,327389
1,58,0,874890,960952
1,0,249,561571,659568
1,66,80,563012,56431
1,43,164,138645,355326
0,94,138,512733,557927
1,81,132,511176,353890
1,93,137,507036,957601
0,56,246,632059,357211
1,47,267,474887,601005
1,96,276,245341,207113
0,96,19,214942,667075
1,66,276,741424,155822
0,17,29,83039,65227
1,71,165,325510,978898
1,42,250,667946,52656
0,65,150,521200,937702
1,26,279,575915,477781
0,100,122,181987,578957
0,31,178,945966,909287
0,40,183,368838,705011
0,35,197,882773,968890
0,44,152,951545,958818
1,84,203,382067,215284
1,15,280,590081,147452
1,39,122,702534,660205
1,51,86,549889,874993
0,5,142,634925,604783
0,48,57,649853,919582
1,100,241,171350,18492
0,48,206,769609,353571
1,84,197,467747,900730
0,17,72,743007,118735
0,73,4,432133,428360
0,53,172,718837,273989
0,22,226,757348,58996
0,64,79,599514,460757
0,68,93,283085,728348
1,63,34,377043,977891
0,83,263,299002,745528
1,53,32,632338,36951
0,90,1,432590,245125
1,54,95,883617,602851
0,28,101,250951,223523
0,39,209,96530,355943
0,82,102,770206,242943
1,8,1,99815,441794
1,78,129,854521,172561
1,42,178,488481,201081
0,74,182,18005,853383
0,24,130,729007,21292
1,98,164,32588,245950
0,22,105,319795,984996
0,18,34,572558,673494
0,61,113,100300,574813
0,100,163,746961,121962
0,92,55,803962,930681
0,61,273,194650,149753
0,19,88,480461,880830
1,26,231,357098,135385
0,60,85,473679,18186
1,23,8,705103,728836
1,61,20,70268,347945
0,90,61,756504,405344
0,10,193,863391,5725
1,47,200,976052,417499
1,86,2,19364,238372
0,21,177,64291,987165
1,65,172,778962,484057
0,62,159,519823,459168
0,95,207,975434,993101
1,19,258,644547,274574
1,29,110,782668,616229
1,61,144,587942,988971
1,75,97,770484,353780
0,33,259,715842,206901
1,90,178,543636,845989
0,9,268,693394,582217
1,28,2,650698,837444
1,91,248,748550,761247
1,95,228,612296,473198
0,16,240,449509,208020
0,31,287,916698,412427
1,43,292,517668,49551
0,54,160,961044,417693
1,79,220,822362,656997
1,92,40,173424,765922
1,32,127,489307,1579
0,39,210,858786,525101
0,79,129,931602,585136
1,20,248,118223,562571
1,8,175,365435,363678
0,69,53,58760,133346
0,66,161,661894,171785
1,49,31,133576,841200
0,0,76,341957,501208
1,21,89,894101,837275
1,86,214,558373,677130
0,54,248,152584,148863
1,44,27,178780,213349
1,77,243,728220,846363
0,43,64,845789,109694
1,97,108,833579,857478
1,63,66,536920,190779
1,85,188,656781,853867
1,85,264,986213,241914
0,85,222,368700,453417
0,32,98,826488,391034
0,93,196,985092,264615
0,35,222,867136,799720
1,11,34,87619,130472
1,58,188,504287,863007
0,21,216,192223,892356
0,51,221,517166,440195
0,4,272,912785,587837
0,64,45,302945,972672
1,32,38,922642,338937
1,6,172,386197,469482
1,81,5,868349,701425
1,49,220,98020,572164
0,47,272,354771,630744
0,6,221,540277,524543
1,47,182,73360,354301
0,87,72,6522,86175
0,73,250,345067,735857
0,87,199,380320,634370
1,67,6,775061,575322
0,100,254,452644,191391
1,88,271,497158,690663
1,7,220,40935,242884
0,79,18,527549,463851
1,72,207,16384,161167
1,52,127,263464,419378
1,38,106,237349,286803
0,12,270,375981,484426
0,19,62,426962,477679
1,67,262,201190,106845
0,56,17,636882,111028
0,26,269,291963,364219
0,73,25,706088,29454
0,12,164,330156,700087
1,46,44,450424,973015
1,39,293,947730,82721
1,31,192,19817,790604
1,53,17,878061,455672
1,46,232,388895,892529
0,77,60,785147,6868
0,4,82,387924,988263
0,40,274,266233,274705
0,22,258,333046,823427
0,81,281,461550,404852
1,32,251,490424,484400
1,88,51,175809,719841
0,59,298,281674,874509
1,54,220,358751,895793
1,37,285,334634,929331
1,10,154,493527,918435
1,7,280,685895,139966
0,38,260,148348,585543
1,76,67,879931,333536
1,66,188,880693,434351
0,84,295,451049,490442
0,0,40,122019,181016
0,79,142,517665,894141
0,34,199,328349,919336
1,83,297,764895,430372
0,86,46,7722,677063
1,6,172,856248,343583
0,12,261,888192,974292
0,75,121,177642,777657
1,88,260,214050,749630
0,4,214,873896,447480
0,54,37,564737,357527
1,6,37,481082,348254
1,8,164,42091,588076
0,15,86,243113,26287
1,35,223,811297,244750
1,5,204,425544,721333
1,90,263,304770,519343
1,50,157,103565,639839
1,26,237,107894,84999
0,97,198,981562,456279
0,5,21,481910,171059
0,94,156,686986,588299
1,99,93,931804,563321
0,61,300,635844,153001
1,6,297,7975,544253
0,78,124,708378,175961
0,28,298,712099,78312
1,61,272,327839,330262
1,98,205,188876,729432
1,89,91,498587,695295
1,7,15,85083,462957
1,10,281,556723,513460
1,93,150,89945,933226
0,49,240,542893,291946
0,62,252,92333,124174
1,94,54,942283,677601
1,45,220,907151,49115
1,42,58,170269,345205
1,48,168,34251,24718
0,86,277,78810,55221
0,82,57,181955,74952
0,12,35,393941,1991
0,28,207,4628,70955
1,41,101,632677,200465
0,67,50,701271,764201
1,28,60,25234,389019
0,100,79,928114,181654
0,98,59,628291,483412
0,56,276,729691,812299
1,72,95,187596,17301
1,74,77,20760,213412
1,24,277,267037,96024
1,63,229,940633,577944
0,84,176,751439,868297
1,45,95,720268,879224
0,84,139,415867,407420
1,64,223,249745,739287
1,5,19,949388,50190
1,19,231,386442,545786
0,95,78,296331,708903
0,99,243,956885,495580
1,70,72,186276,175736
1,44,22,405677,753502
1,82,185,559818,788861
1,82,228,683364,503041
1,56,269,517806,160212
1,65,187,713581,479362
1,84,288,737673,617422
1,67,44,876390,446011
0,69,78,87203,679001
1,98,273,234347,796476
0,12,278,190814,297941
1,89,140,850410,378446
0,4,181,766665,593187
0,78,201,683273,679224
0,56,260,327175,558437
1,36,95,466949,473968
1,46,298,337188,617160
1,78,276,758716,416570
0,91,8,444570,797475
1,83,220,691149,635739
0,33,63,164892,72859
0,8,44,741642,547692
1,62,58,522510,33928
0,1,30,582495,564979
1,49,172,628949,477054
0,68,151,389384,431699
0,76,18,513866,426193
0,16,268,716734,893080
0,11,202,612072,546063
0,47,286,201117,923595
1,27,176,267989,219583
1,97,14,407605,180466
1,41,166,581588,851978
1,98,109,64248,57283
1,86,157,151736,300413
1,74,274,547085,49095
0,69,193,804890,307594
0,9,209,667741,105344
0,43,179,539885,886531
0,95,23,400328,829189
0,9,61,116330,466585
1,3,15,919745,172083
1,18,212,499983,962121
0,48,228,519402,458146
0,61,77,980779,794158
1,36,11,634494,663623
0,36,160,817047,977772
0,33,94,991648,196182
0,61,242,24638,858743
1,68,229,281837,667637
0,26,139,200083,964267
1,66,207,352840,393847
1,48,176,315849,425187
1,19,279,331740,657291
1,61,51,215404,920436
1,41,177,363929,647682
1,85,23,977436,121330
0,3,251,669021,786069
1,67,69,107540,408380
0,18,22,422129,301591
0,57,123,898635,270310
0,37,75,231307,617168
0,90,66,319152,974522
1,69,92,743610,45195
1,0,100,551029,686865
0,32,112,859534,755768
1,80,144,542296,624073
0,26,228,247058,132348
1,47,36,537031,250397
1,27,265,282045,841823
1,9,121,413944,220056
0,67,184,504347,283924
1,12,146,50883,581454
0,9,19,51167,700011
1,91,238,528522,771915
1,47,107,597310,570905
1,12,149,236347,350505
1,45,214,948420,372193
0,29,81,461416,483709
0,42,212,70018,5957
1,31,221,687796,522311
0,1,86,614517,103994
0,16,193,455068,134678
0,93,44,666474,225184
1,89,110,80409,226601
1,59,230,958309,813810
0,82,36,535549,554226
1,26,237,897140,462923
0,72,88,691160,238717
0,42,27,283600,753279
1,26,81,234453,225512
1,61,106,190036,698858
0,91,260,156939,689359
1,50,127,433429,649940
1,65,228,924056,587209
1,60,15,969014,598770
1,60,259,264770,534972
0,0,265,848419,198530
1,50,2,121594,570633
0,35,230,55304,6087
0,82,256,196648,770486
1,92,259,437857,344693
1,76,12,721961,225165
1,64,75,893363,364202
0,63,276,648697,476922
1,45,231,819908,613838
0,70,179,720062,66538
1,22,126,526952,605935
0,55,283,576806,579585
1,51,253,129823,695468
1,67,117,768643,776685
1,51,236,847671,827806
1,97,156,859551,641073
1,31,299,674557,124855
1,30,199,258564,842840
0,76,273,795654,285763
0,52,290,824606,244347
1,29,262,783735,151301
0,82,176,865992,74000
1,73,59,858322,477096
0,5,71,875944,585949
0,43,114,593621,347475
0,10,12,354391,93378
0,28,51,682457,446641
1,32,279,419044,285310
1,54,178,859603,59451
0,31,104,176610,183409
0,36,222,333640,641383
0,35,92,591248,241758
1,69,286,448603,296061
0,54,235,175650,365683
0,51,77,563540,756267
0,87,12,474110,344543
0,97,102,749031,951143
1,9,296,627271,66250
1,29,36,459792,274806
0,94,17,659491,723402
0,58,116,946417,370581
1,29,63,525227,687678
0,21,146,784437,545941
0,56,229,653973,220839
1,49,270,971583,107904
1,68,129,710988,306201
0,49,108,239573,919951
0,48,20,785842,347039
0,14,78,198147,195614
0,91,52,986755,295154
0,13,5,535042,77634
0,99,98,87752,938863
0,96,157,285355,111104
0,94,17,351443,879656
1,4,50,650949,512533
1,38,158,242954,741507
0,24,101,888443,639030
0,66,43,998833,542660
1,29,59,625567,764287
1,77,18,321322,752023
0,45,114,643991,851684
1,64,168,244319,190871
1,49,10,4510,11222
1,1,185,432316,613808
0,65,273,58622,37453
0,63,94,451275,333450
1,48,74,882114,714372
0,62,172,455932,175717
1,23,71,479207,670079
0,53,6,789509,693652
0,29,107,245731,854981
0,80,200,853254,994931
0,14,299,337538,697088
1,90,139,238743,130167
1,24,161,500594,121064
1,71,44,131583,25670
1,11,208,471745,885781
1,45,156,167262,974854
0,35,175,808392,652939
0,46,25,128003,859536
0,3,149,596337,701866
1,71,13,822929,916752
0,49,40,197395,976869
0,32,85,883313,904259
1,63,255,73180,830156
0,22,216,824660,492814
1,71,288,854301,52682
1,67,124,766462,798316
1,9,252,725405,366965
0,86,203,329819,39708
0,68,18,164556,523059
1,99,117,888897,322784
1,53,79,960228,335085
0,40,1,402815,852759
0,73,26,102614,559667
0,49,187,847904,405654
1,26,177,970059,564691
0,48,251,250655,58988
0,20,34,254631,971874
1,79,287,395572,719570
1,69,88,382055,936643
1,23,79,568014,830464
0,88,234,46158,428402
1,21,107,36641,971184
1,86,15,402301,821052
1,89,236,955513,307736
0,38,87,865119,224736
0,83,11,313558,163224
0,89,70,206534,294668
0,5,231,4332,446094
1,91,61,106749,994925
0,25,165,163353,27920
0,100,267,820489,640323
1,59,86,492661,546700
0,97,58,478835,410436
1,62,266,287961,803006
1,27,151,900905,259973
1,65,144,872352,304799
1,80,219,325027,519709
1,19,71,136972,186437
1,61,104,800958,954901
1,57,259,632810,447935
1,84,227,201516,452412
0,66,197,299686,520700
0,61,298,643977,699806
0,44,159,488009,478702
0,21,37,277792,954033
0,48,141,539882,260292
1,81,156,385724,646215
1,27,249,593213,544609
1,36,98,788318,949799
0,7,180,187195,993424
1,72,144,993986,613635
1,76,25,285780,967453
0,32,53,156945,101956
1,34,205,920506,784038
0,74,246,621688,184583
1,73,199,678655,600933
0,58,268,383892,287099
1,5,147,531330,135483
0,84,276,202178,206231
0,89,65,806176,972412
0,69,22,102924,134982
0,63,220,710161,777272
1,23,63,324713,164447
0,26,208,926381,492440
0,86,82,639182,448170
0,55,245,479430,20998
1,45,73,723045,321540
0,30,248,861298,761895
0,83,269,836958,421170
1,50,56,885312,527201
0,61,18,753873,925335
1,9,160,829439,807299
1,48,186,834372,364601
1,51,82,191149,706167
1,73,2,50885,83511
0,84,59,100765,715405
1,38,175,234661,12104
1,4,184,573955,605260
0,99,73,836884,300172
0,92,185,175601,476932
0,61,55,891275,847706
0,0,14,299663,748222
1,80,147,600881,317623
0,37,94,287907,849584
0,33,26,703281,23039
1,80,66,300750,253270
1,20,206,508345,582576
1,100,22,625654,425674
1,33,235,915798,887457
1,84,9,366251,187761
1,44,86,467264,622432
0,50,116,919627,521510
0,87,160,721107,971775
0,54,89,470070,906490
1,63,239,197653,609312
1,33,84,327828,121373
0,87,98,872887,899764
0,41,80,29208,581774
0,17,46,583589,643222
0,40,22,786769,341036
1,29,283,354279,464484
1,0,113,405952,733414
0,56,35,754176,313571
0,69,12,496937,165042
0,84,170,545540,280375
1,13,243,306967,920297
0,59,6,787468,369281
0,98,18,233321,542445
1,73,262,873880,326789
0,60,191,280953,507923
0,80,144,822691,942297
1,96,164,32225,475216
1,7,148,883707,826980
0,24,253,367666,586148
1,33,133,920006,201952
1,41,131,500789,80625
1,71,204,845032,758905
1,1,28,206135,675458
1,22,60,72670,196924
0,46,61,295217,789952
0,58,110,664927,199744
1,30,122,762115,181784
0,52,49,146346,996850
0,69,88,310115,389725
1,38,234,817919,496652
0,34,265,530221,393445
0,31,3,262240,31840
1,76,25,99756,795982
0,78,226,490989,302508
1,64,86,396709,369948
1,36,197,902262,41282
1,39,152,364602,30158
1,9,15,837244,814565
0,48,226,381571,8497
1,87,12,306542,964810
1,25,233,382986,825545
0,83,237,323936,44390
0,99,17,580456,120543
1,97,279,635476,824346
0,4,159,850072,80914
1,13,300,664315,634647
0,91,299,49036,565630
1,82,190,733075,786473
0,24,136,730350,289989
1,84,22,692918,292380
1,33,172,258047,369427
0,66,290,896968,104440
1,16,113,385242,945553
1,9,243,193924,292503
1,8,54,376178,499229
0,36,280,710103,592378
0,28,286,186482,202187
0,18,74,758241,760469
1,35,71,470055,972201
1,28,234,937821,664037
0,0,138,833894,351084
0,73,134,643076,118204
1,12,131,270710,813287
1,95,190,385352,824293
0,72,212,718982,288880
1,25,260,17617,587317
1,99,257,115985,920114
1,26,63,157359,646374
1,9,242,832387,921812
0,34,2,878906,27175
0,7,127,496372,282772
0,18,134,945467,319718
0,22,0,103491,773679
1,17,230,940018,54627
1,29,139,110490,673406
1,64,172,903370,235818
1,8,129,121444,414476
1,74,135,817470,544117
1,14,286,678810,568669
0,60,160,425353,158383
0,98,149,427075,902060
1,32,92,483196,121761
1,51,261,591176,779168
1,42,239,882807,302812
0,33,114,493726,171547
0,17,185,936539,48589
1,80,253,400162,97865
0,55,146,157076,318362
1,1,299,927353,256827
0,2,235,46088,984008
1,82,294,656738,532044
0,81,120,398762,111228
0,80,133,743927,902210
1,51,31,945986,387139
1,66,89,404941,728818
1,71,266,233865,375835
1,87,21,12854,727349
0,55,127,713633,230286
0,78,115,233089,936433
0,82,231,713532,434086
0,86,140,577619,50336
0,11,58,433837,624546
0,83,282,863277,134098
1,5,291,178845,116242
0,97,64,301434,26304
1,23,158,691141,687267
1,77,164,92717,751362
0,31,147,352275,996514
0,91,272,271969,806959
0,21,217,626122,682909
1,49,53,720870,963394
1,54,242,645379,771982
1,91,176,645408,431140
0,9,46,973900,235134
0,61,154,925985,603437
1,27,100,709194,719947
0,95,118,443030,254533
0,13,24,889237,439303
0,41,229,802995,307955
1,87,149,806348,56330
0,64,271,145395,152318
1,16,3,383717,606447
0,78,238,760770,898221
0,89,101,995705,277593
0,43,265,624476,272014
1,48,93,670328,198246
0,53,75,460287,25460
1,25,225,321938,892644
0,85,170,975114,50500
0,51,57,867612,621768
0,79,268,955149,428459
0,14,11,112363,606261
1,95,284,825214,733840
1,6,225,926906,661905
1,27,95,561321,62078
0,45,0,923585,978920
1,12,105,137360,685271
0,41,16,97444,587039
1,0,154,907532,179285
1,91,239,191761,750649
1,87,183,588346,878139
0,94,37,377238,232235
1,39,116,914203,671212
0,16,139,376412,620545
0,50,85,985501,123815
1,87,125,641322,49843
0,69,125,19427,49495
0,97,273,463055,563341
0,1,149,480344,823456
0,24,21,345697,591170
0,56,31,511528,644151
1,84,168,35590,885900
1,22,26,773212,815897
0,85,74,206907,166580
1,63,294,290220,370874
0,73,219,813390,803700
1,9,116,738358,153454
1,92,30,874177,44544
0,75,150,320038,707921
0,96,118,809543,695107
1,65,105,345501,765460
1,90,215,851976,877841
1,34,62,367979,70054
0,38,239,224377,413960
0,66,80,423315,789987
1,37,190,767534,672366
1,14,284,403085,475561
0,56,277,669448,645199
1,28,240,453699,426618
1,36,68,659663,147401
1,45,144,683821,570562
0,99,62,519768,115011
1,4,227,319783,500639
1,63,149,416434,151266
0,97,209,727196,356411
0,22,219,533261,224438
0,75,297,964056,224377
0,77,140,636338,346637
1,87,295,645711,53042
1,12,176,561988,42570
1,19,127,547580,574676
0,78,132,543848,226105
1,59,141,198243,299837
0,100,260,72296,265065
1,75,273,529546,187593
0,77,1,865054,772728
0,77,206,465298,710
0,93,122,586022,926204
1,55,264,575559,93139
1,0,79,789056,11376
0,72,226,275950,743426
0,17,253,746204,701979
1,3,143,300577,54049
0,3,225,931595,111523
1,25,275,170051,468763
0,25,267,672504,74820
1,68,176,91906,630652
0,52,212,817309,298152
0,30,178,444306,486439
0,79,160,224128,507446
0,73,98,351033,598859
0,26,289,558433,858193
0,56,250,880523,314965
1,2,163,374830,516335
0,42,251,571544,863608
0,12,283,767781,379575
0,34,103,39774,551071
1,37,246,100423,306893
0,23,80,125825,755318
0,5,265,221811,526765
0,84,20,475879,575952
1,83,211,126513,658960
1,90,282,512998,355996
0,63,261,846596,978872
0,94,166,608951,540626
0,85,240,509025,621398
1,45,77,12896,825722
0,5,87,768442,691378
1,69,104,553095,504039
1,48,254,839143,627408
0,3,74,240141,622640
1,5,261,899919,388934
0,70,289,627080,444573
1,89,285,182496,384332
1,8,89,581524,90210
1,53,14,166966,283661
